precinct,Month,ComplainCount,FelonyCrimes,MisdimCrimes,Borough,BarCount
110.0,3,6,145,159,QUEENS,15
110.0,4,7,126,143,QUEENS,15
110.0,5,3,151,155,QUEENS,15
110.0,6,7,105,130,QUEENS,15
110.0,7,6,94,135,QUEENS,15
110.0,8,3,103,129,QUEENS,15
110.0,9,9,100,126,QUEENS,15
110.0,10,9,122,138,QUEENS,15
110.0,11,9,101,112,QUEENS,15
110.0,12,6,97,111,QUEENS,15
111.0,1,5,35,31,QUEENS,7
111.0,3,1,44,23,QUEENS,7
111.0,4,1,48,19,QUEENS,7
111.0,5,7,39,21,QUEENS,7
111.0,6,6,28,23,QUEENS,7
111.0,7,3,39,22,QUEENS,7
111.0,8,1,43,34,QUEENS,7
111.0,9,14,42,29,QUEENS,7
111.0,10,18,34,29,QUEENS,7
111.0,11,7,36,23,QUEENS,7
111.0,12,3,40,20,QUEENS,7
112.0,1,3,48,55,QUEENS,14
112.0,2,3,45,51,QUEENS,14
112.0,3,1,51,77,QUEENS,14
112.0,4,4,42,57,QUEENS,14
112.0,5,6,40,45,QUEENS,14
112.0,6,6,37,54,QUEENS,14
112.0,7,7,47,42,QUEENS,14
112.0,8,5,26,50,QUEENS,14
112.0,9,3,31,49,QUEENS,14
112.0,10,12,32,39,QUEENS,14
112.0,11,14,25,49,QUEENS,14
112.0,12,11,54,61,QUEENS,14
113.0,1,3,128,68,QUEENS,5
113.0,2,4,99,94,QUEENS,5
113.0,3,2,156,80,QUEENS,5
113.0,4,1,121,86,QUEENS,5
113.0,5,5,107,82,QUEENS,5
113.0,6,6,130,103,QUEENS,5
113.0,7,7,107,88,QUEENS,5
113.0,8,4,108,72,QUEENS,5
113.0,9,2,122,81,QUEENS,5
113.0,10,3,131,84,QUEENS,5
113.0,11,5,126,93,QUEENS,5
113.0,12,2,89,80,QUEENS,5
114.0,1,31,142,100,QUEENS,154
114.0,2,29,134,132,QUEENS,154
114.0,3,29,163,108,QUEENS,154
114.0,4,36,166,95,QUEENS,154
114.0,5,91,128,131,QUEENS,154
114.0,6,94,152,129,QUEENS,154
114.0,7,51,128,137,QUEENS,154
114.0,8,49,134,107,QUEENS,154
114.0,9,92,117,97,QUEENS,154
114.0,10,99,156,99,QUEENS,154
114.0,11,89,122,91,QUEENS,154
114.0,12,83,120,110,QUEENS,154
115.0,1,5,117,97,QUEENS,34
115.0,2,8,150,100,QUEENS,34
115.0,3,10,192,122,QUEENS,34
115.0,4,14,154,94,QUEENS,34
115.0,5,18,141,115,QUEENS,34
115.0,6,20,171,111,QUEENS,34
115.0,7,14,116,117,QUEENS,34
115.0,8,9,143,113,QUEENS,34
115.0,9,13,154,110,QUEENS,34
115.0,10,34,172,131,QUEENS,34
115.0,11,20,135,99,QUEENS,34
115.0,12,14,129,86,QUEENS,34
120.0,1,6,138,84,STATEN ISLAND,28
120.0,2,19,125,74,STATEN ISLAND,28
120.0,3,18,157,89,STATEN ISLAND,28
120.0,4,26,145,84,STATEN ISLAND,28
120.0,5,36,160,85,STATEN ISLAND,28
120.0,6,32,140,105,STATEN ISLAND,28
120.0,7,6,96,78,STATEN ISLAND,28
120.0,8,6,177,72,STATEN ISLAND,28
120.0,9,10,239,99,STATEN ISLAND,28
120.0,10,14,205,85,STATEN ISLAND,28
120.0,11,10,162,67,STATEN ISLAND,28
120.0,12,18,199,56,STATEN ISLAND,28
121.0,1,1,127,124,STATEN ISLAND,8
121.0,5,2,142,107,STATEN ISLAND,8
121.0,6,2,120,94,STATEN ISLAND,8
121.0,7,5,114,102,STATEN ISLAND,8
121.0,8,4,99,86,STATEN ISLAND,8
121.0,9,3,98,75,STATEN ISLAND,8
121.0,12,1,83,82,STATEN ISLAND,8
122.0,1,3,42,31,STATEN ISLAND,12
122.0,2,1,59,37,STATEN ISLAND,12
122.0,3,4,60,33,STATEN ISLAND,12
122.0,4,2,46,39,STATEN ISLAND,12
122.0,5,9,63,39,STATEN ISLAND,12
122.0,6,23,54,54,STATEN ISLAND,12
122.0,7,3,69,45,STATEN ISLAND,12
122.0,8,14,98,45,STATEN ISLAND,12
122.0,9,30,38,33,STATEN ISLAND,12
122.0,10,21,42,36,STATEN ISLAND,12
122.0,11,3,55,33,STATEN ISLAND,12
122.0,12,6,49,51,STATEN ISLAND,12
123.0,2,2,49,22,STATEN ISLAND,16
123.0,3,2,48,31,STATEN ISLAND,16
123.0,4,1,45,18,STATEN ISLAND,16
123.0,5,13,72,35,STATEN ISLAND,16
123.0,6,15,67,22,STATEN ISLAND,16
123.0,7,22,56,17,STATEN ISLAND,16
123.0,8,24,55,20,STATEN ISLAND,16
123.0,9,11,52,15,STATEN ISLAND,16
123.0,10,11,74,17,STATEN ISLAND,16
123.0,11,7,34,52,STATEN ISLAND,16
123.0,12,7,46,8,STATEN ISLAND,16
