Location Type,precinct,Month,ComplainCount
Club/Bar/Restaurant,101.0,6,5
Club/Bar/Restaurant,101.0,7,2
Club/Bar/Restaurant,101.0,8,1
Club/Bar/Restaurant,101.0,9,3
Club/Bar/Restaurant,101.0,10,1
Club/Bar/Restaurant,102.0,1,23
Club/Bar/Restaurant,102.0,2,33
Club/Bar/Restaurant,102.0,3,21
Club/Bar/Restaurant,102.0,4,14
Club/Bar/Restaurant,102.0,5,22
Club/Bar/Restaurant,102.0,6,35
Club/Bar/Restaurant,102.0,7,18
Club/Bar/Restaurant,102.0,8,11
Club/Bar/Restaurant,102.0,9,15
Club/Bar/Restaurant,102.0,10,29
Club/Bar/Restaurant,102.0,11,21
Club/Bar/Restaurant,102.0,12,13
Club/Bar/Restaurant,103.0,1,4
Club/Bar/Restaurant,103.0,2,7
Club/Bar/Restaurant,103.0,3,6
Club/Bar/Restaurant,103.0,4,12
Club/Bar/Restaurant,103.0,5,15
Club/Bar/Restaurant,103.0,6,12
Club/Bar/Restaurant,103.0,7,14
Club/Bar/Restaurant,103.0,8,11
Club/Bar/Restaurant,103.0,9,9
Club/Bar/Restaurant,103.0,10,28
Club/Bar/Restaurant,103.0,11,16
Club/Bar/Restaurant,103.0,12,16
Club/Bar/Restaurant,104.0,1,5
Club/Bar/Restaurant,104.0,2,4
Club/Bar/Restaurant,104.0,3,14
Club/Bar/Restaurant,104.0,4,11
Club/Bar/Restaurant,104.0,5,33
Club/Bar/Restaurant,104.0,6,39
Club/Bar/Restaurant,104.0,7,17
Club/Bar/Restaurant,104.0,8,16
Club/Bar/Restaurant,104.0,9,12
Club/Bar/Restaurant,104.0,10,33
Club/Bar/Restaurant,104.0,11,29
Club/Bar/Restaurant,104.0,12,20
Club/Bar/Restaurant,105.0,1,5
Club/Bar/Restaurant,105.0,2,4
Club/Bar/Restaurant,105.0,3,5
Club/Bar/Restaurant,105.0,4,8
Club/Bar/Restaurant,105.0,5,6
Club/Bar/Restaurant,105.0,6,10
Club/Bar/Restaurant,105.0,7,6
Club/Bar/Restaurant,105.0,8,3
Club/Bar/Restaurant,105.0,9,3
Club/Bar/Restaurant,105.0,10,1
Club/Bar/Restaurant,105.0,11,5
Club/Bar/Restaurant,105.0,12,4
Club/Bar/Restaurant,106.0,1,8
Club/Bar/Restaurant,106.0,2,12
Club/Bar/Restaurant,106.0,3,13
Club/Bar/Restaurant,106.0,4,19
Club/Bar/Restaurant,106.0,5,50
Club/Bar/Restaurant,106.0,6,40
Club/Bar/Restaurant,106.0,7,21
Club/Bar/Restaurant,106.0,8,16
Club/Bar/Restaurant,106.0,9,14
Club/Bar/Restaurant,106.0,10,20
Club/Bar/Restaurant,106.0,11,6
Club/Bar/Restaurant,106.0,12,19
Club/Bar/Restaurant,107.0,1,3
Club/Bar/Restaurant,107.0,2,3
Club/Bar/Restaurant,107.0,3,2
Club/Bar/Restaurant,107.0,4,2
Club/Bar/Restaurant,107.0,5,4
Club/Bar/Restaurant,107.0,6,1
Club/Bar/Restaurant,107.0,7,4
Club/Bar/Restaurant,107.0,8,1
Club/Bar/Restaurant,107.0,9,7
Club/Bar/Restaurant,107.0,11,4
Club/Bar/Restaurant,107.0,12,10
Club/Bar/Restaurant,108.0,1,4
Club/Bar/Restaurant,108.0,2,12
Club/Bar/Restaurant,108.0,3,16
Club/Bar/Restaurant,108.0,4,13
Club/Bar/Restaurant,108.0,5,60
Club/Bar/Restaurant,108.0,6,62
Club/Bar/Restaurant,108.0,7,36
Club/Bar/Restaurant,108.0,8,21
Club/Bar/Restaurant,108.0,9,46
Club/Bar/Restaurant,108.0,10,65
Club/Bar/Restaurant,108.0,11,6
Club/Bar/Restaurant,108.0,12,17
Club/Bar/Restaurant,109.0,1,1
Club/Bar/Restaurant,109.0,2,1
Club/Bar/Restaurant,109.0,3,2
Club/Bar/Restaurant,109.0,4,7
Club/Bar/Restaurant,109.0,5,17
Club/Bar/Restaurant,109.0,6,7
Club/Bar/Restaurant,109.0,7,3
Club/Bar/Restaurant,109.0,8,5
Club/Bar/Restaurant,109.0,9,18
Club/Bar/Restaurant,109.0,10,13
Club/Bar/Restaurant,109.0,11,5
Club/Bar/Restaurant,109.0,12,8
Club/Bar/Restaurant,110.0,1,4
Club/Bar/Restaurant,110.0,2,6
Club/Bar/Restaurant,110.0,3,6
Club/Bar/Restaurant,110.0,4,7
Club/Bar/Restaurant,110.0,5,3
Club/Bar/Restaurant,110.0,6,7
Club/Bar/Restaurant,110.0,7,6
Club/Bar/Restaurant,110.0,8,3
Club/Bar/Restaurant,110.0,9,9
Club/Bar/Restaurant,110.0,10,9
Club/Bar/Restaurant,110.0,11,9
Club/Bar/Restaurant,110.0,12,6
Club/Bar/Restaurant,111.0,1,5
Club/Bar/Restaurant,111.0,3,1
Club/Bar/Restaurant,111.0,4,1
Club/Bar/Restaurant,111.0,5,7
Club/Bar/Restaurant,111.0,6,6
Club/Bar/Restaurant,111.0,7,3
Club/Bar/Restaurant,111.0,8,1
Club/Bar/Restaurant,111.0,9,14
Club/Bar/Restaurant,111.0,10,18
Club/Bar/Restaurant,111.0,11,7
Club/Bar/Restaurant,111.0,12,3
Club/Bar/Restaurant,112.0,1,3
Club/Bar/Restaurant,112.0,2,3
Club/Bar/Restaurant,112.0,3,1
Club/Bar/Restaurant,112.0,4,4
Club/Bar/Restaurant,112.0,5,6
Club/Bar/Restaurant,112.0,6,6
Club/Bar/Restaurant,112.0,7,7
Club/Bar/Restaurant,112.0,8,5
Club/Bar/Restaurant,112.0,9,3
Club/Bar/Restaurant,112.0,10,12
Club/Bar/Restaurant,112.0,11,14
Club/Bar/Restaurant,112.0,12,11
Club/Bar/Restaurant,113.0,1,3
Club/Bar/Restaurant,113.0,2,4
Club/Bar/Restaurant,113.0,3,2
Club/Bar/Restaurant,113.0,4,1
Club/Bar/Restaurant,113.0,5,5
Club/Bar/Restaurant,113.0,6,6
Club/Bar/Restaurant,113.0,7,7
Club/Bar/Restaurant,113.0,8,4
Club/Bar/Restaurant,113.0,9,2
Club/Bar/Restaurant,113.0,10,3
Club/Bar/Restaurant,113.0,11,5
Club/Bar/Restaurant,113.0,12,2
Club/Bar/Restaurant,114.0,1,31
Club/Bar/Restaurant,114.0,2,29
Club/Bar/Restaurant,114.0,3,29
Club/Bar/Restaurant,114.0,4,36
Club/Bar/Restaurant,114.0,5,91
Club/Bar/Restaurant,114.0,6,94
Club/Bar/Restaurant,114.0,7,51
Club/Bar/Restaurant,114.0,8,49
Club/Bar/Restaurant,114.0,9,92
Club/Bar/Restaurant,114.0,10,99
Club/Bar/Restaurant,114.0,11,89
Club/Bar/Restaurant,114.0,12,83
Club/Bar/Restaurant,115.0,1,5
Club/Bar/Restaurant,115.0,2,8
Club/Bar/Restaurant,115.0,3,10
Club/Bar/Restaurant,115.0,4,14
Club/Bar/Restaurant,115.0,5,18
Club/Bar/Restaurant,115.0,6,20
Club/Bar/Restaurant,115.0,7,14
Club/Bar/Restaurant,115.0,8,9
Club/Bar/Restaurant,115.0,9,13
Club/Bar/Restaurant,115.0,10,34
Club/Bar/Restaurant,115.0,11,20
Club/Bar/Restaurant,115.0,12,14
Club/Bar/Restaurant,120.0,1,6
Club/Bar/Restaurant,120.0,2,19
Club/Bar/Restaurant,120.0,3,18
Club/Bar/Restaurant,120.0,4,26
Club/Bar/Restaurant,120.0,5,36
Club/Bar/Restaurant,120.0,6,32
Club/Bar/Restaurant,120.0,7,6
Club/Bar/Restaurant,120.0,8,6
Club/Bar/Restaurant,120.0,9,10
Club/Bar/Restaurant,120.0,10,14
Club/Bar/Restaurant,120.0,11,10
Club/Bar/Restaurant,120.0,12,18
Club/Bar/Restaurant,121.0,1,1
Club/Bar/Restaurant,121.0,5,2
Club/Bar/Restaurant,121.0,6,2
Club/Bar/Restaurant,121.0,7,5
Club/Bar/Restaurant,121.0,8,4
Club/Bar/Restaurant,121.0,9,3
Club/Bar/Restaurant,121.0,12,1
Club/Bar/Restaurant,122.0,1,3
Club/Bar/Restaurant,122.0,2,1
Club/Bar/Restaurant,122.0,3,4
Club/Bar/Restaurant,122.0,4,2
Club/Bar/Restaurant,122.0,5,9
Club/Bar/Restaurant,122.0,6,23
Club/Bar/Restaurant,122.0,7,3
Club/Bar/Restaurant,122.0,8,14
Club/Bar/Restaurant,122.0,9,30
Club/Bar/Restaurant,122.0,10,21
Club/Bar/Restaurant,122.0,11,3
Club/Bar/Restaurant,122.0,12,6
Club/Bar/Restaurant,123.0,2,2
Club/Bar/Restaurant,123.0,3,2
Club/Bar/Restaurant,123.0,4,1
Club/Bar/Restaurant,123.0,5,13
Club/Bar/Restaurant,123.0,6,15
Club/Bar/Restaurant,123.0,7,22
Club/Bar/Restaurant,123.0,8,24
Club/Bar/Restaurant,123.0,9,11
Club/Bar/Restaurant,123.0,10,11
Club/Bar/Restaurant,123.0,11,7
Club/Bar/Restaurant,123.0,12,7
House of Worship,6.0,10,1
House of Worship,7.0,4,1
House of Worship,9.0,3,3
House of Worship,9.0,7,1
House of Worship,9.0,9,2
House of Worship,13.0,4,2
House of Worship,13.0,9,1
House of Worship,17.0,2,1
House of Worship,18.0,1,1
House of Worship,18.0,11,1
House of Worship,19.0,1,1
House of Worship,19.0,2,1
House of Worship,19.0,7,2
House of Worship,19.0,11,1
House of Worship,20.0,1,1
House of Worship,20.0,2,1
House of Worship,20.0,5,1
House of Worship,20.0,6,1
House of Worship,20.0,9,1
House of Worship,20.0,10,3
House of Worship,20.0,11,1
House of Worship,23.0,5,2
House of Worship,23.0,6,1
House of Worship,23.0,8,1
House of Worship,23.0,10,1
House of Worship,24.0,2,2
House of Worship,25.0,3,1
House of Worship,25.0,5,1
House of Worship,25.0,6,2
House of Worship,25.0,9,1
House of Worship,26.0,9,1
House of Worship,26.0,12,1
House of Worship,28.0,1,1
House of Worship,28.0,3,1
House of Worship,28.0,4,4
House of Worship,28.0,5,3
House of Worship,28.0,9,1
House of Worship,28.0,12,1
House of Worship,30.0,3,1
House of Worship,30.0,4,1
House of Worship,30.0,5,5
House of Worship,30.0,6,4
House of Worship,30.0,7,1
House of Worship,30.0,12,1
House of Worship,32.0,1,2
House of Worship,32.0,2,1
House of Worship,32.0,3,2
House of Worship,32.0,4,1
House of Worship,32.0,6,2
House of Worship,32.0,8,1
House of Worship,32.0,9,4
House of Worship,33.0,1,1
House of Worship,33.0,2,1
House of Worship,33.0,4,1
House of Worship,33.0,7,2
House of Worship,34.0,2,1
House of Worship,34.0,3,1
House of Worship,34.0,4,1
House of Worship,34.0,5,2
House of Worship,34.0,6,2
House of Worship,34.0,7,2
House of Worship,34.0,8,2
House of Worship,34.0,10,12
House of Worship,34.0,11,4
House of Worship,34.0,12,1
House of Worship,40.0,8,1
House of Worship,40.0,9,3
House of Worship,41.0,8,2
House of Worship,42.0,2,1
House of Worship,42.0,3,1
House of Worship,42.0,4,3
House of Worship,42.0,10,1
House of Worship,42.0,11,1
House of Worship,43.0,4,1
House of Worship,43.0,6,1
House of Worship,43.0,7,1
House of Worship,43.0,12,1
House of Worship,44.0,6,1
House of Worship,44.0,8,1
House of Worship,44.0,9,1
House of Worship,45.0,4,1
House of Worship,45.0,7,1
House of Worship,45.0,8,1
House of Worship,45.0,9,1
House of Worship,46.0,2,1
House of Worship,46.0,7,1
House of Worship,46.0,10,1
House of Worship,47.0,6,2
House of Worship,47.0,7,2
House of Worship,47.0,9,1
House of Worship,47.0,10,1
House of Worship,48.0,2,1
House of Worship,48.0,3,1
House of Worship,48.0,4,4
House of Worship,48.0,5,8
House of Worship,48.0,6,8
House of Worship,48.0,7,1
House of Worship,48.0,10,3
House of Worship,48.0,12,1
House of Worship,49.0,5,2
House of Worship,49.0,6,1
House of Worship,49.0,8,1
House of Worship,49.0,9,1
House of Worship,50.0,5,1
House of Worship,50.0,9,1
House of Worship,52.0,5,2
House of Worship,52.0,6,1
House of Worship,52.0,7,1
House of Worship,52.0,8,1
House of Worship,52.0,9,4
House of Worship,52.0,10,1
House of Worship,52.0,11,1
House of Worship,52.0,12,1
House of Worship,60.0,2,1
House of Worship,60.0,4,1
House of Worship,60.0,5,2
House of Worship,60.0,7,3
House of Worship,61.0,3,1
House of Worship,61.0,4,1
House of Worship,61.0,5,2
House of Worship,61.0,6,2
House of Worship,61.0,9,1
House of Worship,61.0,10,2
House of Worship,62.0,1,1
House of Worship,62.0,3,1
House of Worship,62.0,5,2
House of Worship,62.0,6,2
House of Worship,62.0,9,1
House of Worship,62.0,11,2
House of Worship,62.0,12,3
House of Worship,63.0,4,1
House of Worship,63.0,9,1
House of Worship,66.0,3,4
House of Worship,66.0,5,4
House of Worship,66.0,6,3
House of Worship,66.0,10,3
House of Worship,66.0,11,2
House of Worship,66.0,12,1
House of Worship,67.0,2,1
House of Worship,67.0,4,2
House of Worship,67.0,5,2
House of Worship,67.0,7,2
House of Worship,67.0,8,1
House of Worship,67.0,9,4
House of Worship,67.0,10,1
House of Worship,67.0,12,2
House of Worship,68.0,1,2
House of Worship,68.0,3,1
House of Worship,68.0,5,2
House of Worship,68.0,11,2
House of Worship,70.0,2,1
House of Worship,70.0,3,4
House of Worship,70.0,4,2
House of Worship,70.0,6,2
House of Worship,70.0,7,2
House of Worship,70.0,9,3
House of Worship,70.0,10,1
House of Worship,70.0,11,4
House of Worship,71.0,1,1
House of Worship,71.0,2,1
House of Worship,71.0,3,3
House of Worship,71.0,4,2
House of Worship,71.0,5,1
House of Worship,71.0,6,2
House of Worship,71.0,7,1
House of Worship,71.0,8,2
House of Worship,71.0,9,1
House of Worship,71.0,12,1
House of Worship,72.0,7,1
House of Worship,72.0,8,4
House of Worship,72.0,9,7
House of Worship,72.0,10,4
House of Worship,72.0,12,2
House of Worship,73.0,1,4
House of Worship,73.0,2,1
House of Worship,73.0,3,1
House of Worship,73.0,6,2
House of Worship,73.0,8,1
House of Worship,73.0,12,1
House of Worship,75.0,1,2
House of Worship,75.0,2,3
House of Worship,75.0,3,3
House of Worship,75.0,4,2
House of Worship,75.0,5,2
House of Worship,75.0,6,2
House of Worship,75.0,8,1
House of Worship,75.0,9,1
House of Worship,75.0,11,4
House of Worship,75.0,12,3
House of Worship,76.0,11,1
House of Worship,77.0,1,1
House of Worship,77.0,2,1
House of Worship,77.0,4,1
House of Worship,77.0,5,1
House of Worship,77.0,6,2
House of Worship,77.0,7,3
House of Worship,77.0,8,1
House of Worship,77.0,9,1
House of Worship,77.0,10,8
House of Worship,77.0,12,3
House of Worship,78.0,3,1
House of Worship,78.0,6,2
House of Worship,78.0,7,1
House of Worship,78.0,8,1
House of Worship,78.0,9,3
House of Worship,78.0,10,1
House of Worship,79.0,5,2
House of Worship,79.0,7,7
House of Worship,79.0,8,13
House of Worship,79.0,9,6
House of Worship,79.0,10,10
House of Worship,79.0,11,4
House of Worship,79.0,12,1
House of Worship,81.0,3,1
House of Worship,81.0,7,1
House of Worship,83.0,3,2
House of Worship,83.0,4,2
House of Worship,83.0,6,2
House of Worship,83.0,7,4
House of Worship,83.0,8,3
House of Worship,83.0,10,2
House of Worship,83.0,12,1
House of Worship,84.0,6,1
House of Worship,84.0,8,1
House of Worship,84.0,10,1
House of Worship,84.0,11,1
House of Worship,88.0,1,3
House of Worship,88.0,2,3
House of Worship,88.0,4,2
House of Worship,88.0,5,2
House of Worship,88.0,8,1
House of Worship,88.0,9,2
House of Worship,88.0,11,1
House of Worship,88.0,12,1
House of Worship,90.0,3,1
House of Worship,90.0,4,3
House of Worship,90.0,5,4
House of Worship,90.0,6,3
House of Worship,90.0,7,2
House of Worship,90.0,8,3
House of Worship,94.0,8,2
House of Worship,94.0,9,3
House of Worship,94.0,10,1
House of Worship,94.0,11,2
House of Worship,100.0,6,3
House of Worship,100.0,9,3
House of Worship,100.0,10,3
House of Worship,101.0,9,1
House of Worship,101.0,10,3
House of Worship,103.0,3,1
House of Worship,103.0,4,1
House of Worship,103.0,6,3
House of Worship,103.0,8,1
House of Worship,103.0,9,1
House of Worship,103.0,10,1
House of Worship,103.0,11,1
House of Worship,103.0,12,3
House of Worship,104.0,2,2
House of Worship,104.0,3,1
House of Worship,104.0,6,3
House of Worship,104.0,7,2
House of Worship,105.0,2,1
House of Worship,105.0,3,1
House of Worship,105.0,6,1
House of Worship,105.0,10,1
House of Worship,106.0,2,1
House of Worship,106.0,5,1
House of Worship,106.0,6,1
House of Worship,106.0,9,1
House of Worship,106.0,10,1
House of Worship,106.0,11,1
House of Worship,107.0,5,1
House of Worship,107.0,6,1
House of Worship,107.0,8,1
House of Worship,107.0,10,1
House of Worship,108.0,1,2
House of Worship,108.0,4,5
House of Worship,108.0,5,8
House of Worship,108.0,6,2
House of Worship,108.0,9,2
House of Worship,109.0,2,1
House of Worship,109.0,4,2
House of Worship,109.0,5,3
House of Worship,109.0,6,3
House of Worship,109.0,8,2
House of Worship,109.0,9,1
House of Worship,110.0,3,2
House of Worship,110.0,4,1
House of Worship,110.0,5,1
House of Worship,111.0,5,1
House of Worship,111.0,10,1
House of Worship,112.0,5,1
House of Worship,112.0,6,1
House of Worship,112.0,9,2
House of Worship,112.0,10,1
House of Worship,113.0,2,1
House of Worship,113.0,9,1
House of Worship,113.0,11,1
House of Worship,114.0,5,1
House of Worship,114.0,6,1
House of Worship,114.0,9,1
House of Worship,114.0,10,2
House of Worship,114.0,11,1
House of Worship,114.0,12,1
House of Worship,115.0,1,1
House of Worship,115.0,4,4
House of Worship,115.0,6,1
House of Worship,115.0,7,2
House of Worship,115.0,8,4
House of Worship,115.0,10,1
House of Worship,115.0,12,2
House of Worship,120.0,6,1
House of Worship,120.0,7,1
House of Worship,121.0,5,1
Park/Playground,1.0,1,3
Park/Playground,1.0,3,1
Park/Playground,1.0,4,1
Park/Playground,1.0,5,1
Park/Playground,1.0,6,5
Park/Playground,1.0,7,4
Park/Playground,1.0,8,5
Park/Playground,1.0,9,5
Park/Playground,1.0,10,1
Park/Playground,1.0,12,1
Park/Playground,5.0,1,1
Park/Playground,5.0,3,3
Park/Playground,5.0,5,5
Park/Playground,5.0,6,6
Park/Playground,5.0,7,6
Park/Playground,5.0,8,2
Park/Playground,5.0,9,1
Park/Playground,5.0,10,1
Park/Playground,5.0,12,2
Park/Playground,6.0,1,5
Park/Playground,6.0,2,7
Park/Playground,6.0,3,31
Park/Playground,6.0,4,19
Park/Playground,6.0,5,26
Park/Playground,6.0,6,4
Park/Playground,6.0,7,9
Park/Playground,6.0,8,4
Park/Playground,6.0,9,12
Park/Playground,6.0,10,8
Park/Playground,6.0,11,12
Park/Playground,6.0,12,6
Park/Playground,7.0,4,2
Park/Playground,7.0,5,4
Park/Playground,7.0,6,13
Park/Playground,7.0,7,8
Park/Playground,7.0,8,6
Park/Playground,7.0,9,11
Park/Playground,7.0,10,4
Park/Playground,7.0,11,4
Park/Playground,9.0,3,8
Park/Playground,9.0,4,9
Park/Playground,9.0,5,16
Park/Playground,9.0,6,15
Park/Playground,9.0,7,7
Park/Playground,9.0,8,13
Park/Playground,9.0,9,13
Park/Playground,9.0,10,3
Park/Playground,9.0,11,3
Park/Playground,9.0,12,1
Park/Playground,10.0,1,1
Park/Playground,10.0,4,1
Park/Playground,10.0,5,2
Park/Playground,10.0,6,4
Park/Playground,10.0,7,2
Park/Playground,10.0,8,1
Park/Playground,10.0,9,1
Park/Playground,13.0,3,4
Park/Playground,13.0,4,4
Park/Playground,13.0,5,3
Park/Playground,13.0,6,3
Park/Playground,13.0,7,2
Park/Playground,13.0,8,5
Park/Playground,13.0,9,3
Park/Playground,13.0,10,10
Park/Playground,13.0,12,1
Park/Playground,14.0,3,2
Park/Playground,14.0,5,1
Park/Playground,14.0,7,2
Park/Playground,14.0,9,1
Park/Playground,17.0,6,1
Park/Playground,17.0,9,3
Park/Playground,17.0,10,1
Park/Playground,18.0,3,1
Park/Playground,18.0,4,1
Park/Playground,18.0,6,2
Park/Playground,18.0,9,4
Park/Playground,18.0,10,1
Park/Playground,19.0,1,1
Park/Playground,19.0,6,1
Park/Playground,19.0,8,1
Park/Playground,20.0,3,1
Park/Playground,20.0,4,4
Park/Playground,20.0,5,5
Park/Playground,20.0,6,7
Park/Playground,20.0,7,4
Park/Playground,20.0,8,4
Park/Playground,20.0,9,13
Park/Playground,20.0,10,2
Park/Playground,20.0,11,1
Park/Playground,20.0,12,2
Park/Playground,22.0,1,2
Park/Playground,22.0,2,1
Park/Playground,22.0,3,3
Park/Playground,22.0,4,2
Park/Playground,22.0,5,4
Park/Playground,22.0,6,8
Park/Playground,22.0,7,4
Park/Playground,22.0,8,4
Park/Playground,22.0,9,18
Park/Playground,22.0,10,1
Park/Playground,22.0,11,2
Park/Playground,22.0,12,3
Park/Playground,23.0,4,1
Park/Playground,23.0,5,3
Park/Playground,23.0,6,7
Park/Playground,23.0,7,5
Park/Playground,23.0,8,7
Park/Playground,23.0,9,7
Park/Playground,23.0,10,2
Park/Playground,24.0,4,2
Park/Playground,24.0,5,1
Park/Playground,24.0,6,1
Park/Playground,24.0,7,7
Park/Playground,24.0,8,14
Park/Playground,24.0,9,4
Park/Playground,24.0,10,4
Park/Playground,24.0,11,1
Park/Playground,24.0,12,1
Park/Playground,25.0,4,2
Park/Playground,25.0,5,4
Park/Playground,25.0,6,10
Park/Playground,25.0,7,1
Park/Playground,25.0,8,12
Park/Playground,25.0,9,6
Park/Playground,25.0,10,6
Park/Playground,25.0,11,1
Park/Playground,26.0,4,2
Park/Playground,26.0,6,13
Park/Playground,26.0,7,8
Park/Playground,26.0,8,12
Park/Playground,26.0,9,3
Park/Playground,26.0,11,1
Park/Playground,28.0,5,2
Park/Playground,28.0,6,9
Park/Playground,28.0,7,4
Park/Playground,28.0,8,6
Park/Playground,28.0,9,17
Park/Playground,28.0,10,3
Park/Playground,30.0,4,1
Park/Playground,30.0,5,2
Park/Playground,30.0,6,5
Park/Playground,30.0,7,7
Park/Playground,30.0,8,11
Park/Playground,30.0,9,1
Park/Playground,30.0,10,2
Park/Playground,32.0,3,1
Park/Playground,32.0,4,2
Park/Playground,32.0,5,11
Park/Playground,32.0,6,13
Park/Playground,32.0,7,19
Park/Playground,32.0,8,12
Park/Playground,32.0,9,22
Park/Playground,32.0,11,2
Park/Playground,33.0,3,1
Park/Playground,33.0,4,1
Park/Playground,33.0,6,12
Park/Playground,33.0,7,5
Park/Playground,33.0,8,2
Park/Playground,33.0,9,13
Park/Playground,33.0,10,2
Park/Playground,34.0,3,6
Park/Playground,34.0,4,3
Park/Playground,34.0,5,12
Park/Playground,34.0,6,28
Park/Playground,34.0,7,32
Park/Playground,34.0,8,32
Park/Playground,34.0,9,26
Park/Playground,34.0,10,8
Park/Playground,34.0,11,1
Park/Playground,40.0,3,1
Park/Playground,40.0,4,1
Park/Playground,40.0,5,5
Park/Playground,40.0,6,9
Park/Playground,40.0,7,6
Park/Playground,40.0,8,2
Park/Playground,40.0,9,19
Park/Playground,40.0,11,1
Park/Playground,41.0,4,2
Park/Playground,41.0,5,2
Park/Playground,41.0,6,2
Park/Playground,41.0,7,5
Park/Playground,41.0,8,1
Park/Playground,41.0,9,2
Park/Playground,41.0,10,3
Park/Playground,41.0,11,1
Park/Playground,42.0,2,1
Park/Playground,42.0,5,5
Park/Playground,42.0,6,5
Park/Playground,42.0,7,13
Park/Playground,42.0,8,12
Park/Playground,42.0,9,4
Park/Playground,43.0,4,1
Park/Playground,43.0,5,11
Park/Playground,43.0,6,13
Park/Playground,43.0,7,26
Park/Playground,43.0,8,24
Park/Playground,43.0,9,21
Park/Playground,43.0,10,1
Park/Playground,43.0,11,1
Park/Playground,44.0,3,1
Park/Playground,44.0,4,3
Park/Playground,44.0,5,4
Park/Playground,44.0,6,26
Park/Playground,44.0,7,8
Park/Playground,44.0,8,19
Park/Playground,44.0,9,25
Park/Playground,44.0,10,2
Park/Playground,45.0,4,1
Park/Playground,45.0,6,2
Park/Playground,45.0,7,1
Park/Playground,45.0,8,3
Park/Playground,45.0,9,5
Park/Playground,45.0,10,4
Park/Playground,45.0,11,1
Park/Playground,46.0,5,2
Park/Playground,46.0,7,3
Park/Playground,46.0,8,1
Park/Playground,46.0,9,2
Park/Playground,46.0,10,2
Park/Playground,47.0,2,1
Park/Playground,47.0,5,3
Park/Playground,47.0,6,9
Park/Playground,47.0,7,12
Park/Playground,47.0,8,19
Park/Playground,47.0,9,3
Park/Playground,48.0,2,1
Park/Playground,48.0,4,1
Park/Playground,48.0,5,3
Park/Playground,48.0,6,8
Park/Playground,48.0,7,7
Park/Playground,48.0,8,1
Park/Playground,48.0,10,1
Park/Playground,49.0,3,1
Park/Playground,49.0,4,2
Park/Playground,49.0,6,1
Park/Playground,49.0,7,3
Park/Playground,49.0,8,3
Park/Playground,49.0,9,1
Park/Playground,50.0,2,1
Park/Playground,50.0,3,2
Park/Playground,50.0,4,6
Park/Playground,50.0,5,4
Park/Playground,50.0,6,8
Park/Playground,50.0,7,15
Park/Playground,50.0,8,15
Park/Playground,50.0,9,7
Park/Playground,52.0,4,1
Park/Playground,52.0,5,4
Park/Playground,52.0,6,7
Park/Playground,52.0,7,39
Park/Playground,52.0,8,26
Park/Playground,52.0,9,9
Park/Playground,52.0,10,1
Park/Playground,60.0,4,1
Park/Playground,60.0,5,9
Park/Playground,60.0,6,9
Park/Playground,60.0,7,12
Park/Playground,60.0,8,22
Park/Playground,60.0,9,4
Park/Playground,61.0,4,1
Park/Playground,61.0,5,1
Park/Playground,61.0,6,3
Park/Playground,61.0,7,2
Park/Playground,61.0,8,2
Park/Playground,61.0,10,1
Park/Playground,62.0,5,3
Park/Playground,62.0,6,1
Park/Playground,62.0,7,5
Park/Playground,62.0,8,1
Park/Playground,62.0,9,6
Park/Playground,62.0,10,3
Park/Playground,62.0,12,3
Park/Playground,63.0,6,1
Park/Playground,63.0,7,2
Park/Playground,63.0,8,1
Park/Playground,63.0,9,1
Park/Playground,63.0,10,3
Park/Playground,66.0,1,1
Park/Playground,66.0,2,1
Park/Playground,66.0,3,1
Park/Playground,66.0,4,1
Park/Playground,66.0,5,4
Park/Playground,66.0,6,6
Park/Playground,66.0,7,4
Park/Playground,66.0,8,7
Park/Playground,66.0,9,2
Park/Playground,66.0,10,2
Park/Playground,66.0,11,1
Park/Playground,67.0,7,1
Park/Playground,68.0,4,2
Park/Playground,68.0,5,6
Park/Playground,68.0,6,12
Park/Playground,68.0,7,19
Park/Playground,68.0,8,28
Park/Playground,68.0,9,17
Park/Playground,68.0,10,11
Park/Playground,68.0,11,1
Park/Playground,69.0,6,5
Park/Playground,69.0,7,4
Park/Playground,69.0,8,2
Park/Playground,70.0,4,1
Park/Playground,70.0,5,4
Park/Playground,70.0,6,5
Park/Playground,70.0,7,3
Park/Playground,70.0,8,2
Park/Playground,71.0,5,4
Park/Playground,71.0,6,6
Park/Playground,71.0,7,14
Park/Playground,71.0,8,2
Park/Playground,71.0,9,3
Park/Playground,71.0,10,12
Park/Playground,72.0,1,1
Park/Playground,72.0,2,3
Park/Playground,72.0,3,6
Park/Playground,72.0,4,14
Park/Playground,72.0,5,46
Park/Playground,72.0,6,45
Park/Playground,72.0,7,25
Park/Playground,72.0,8,26
Park/Playground,72.0,9,73
Park/Playground,72.0,10,47
Park/Playground,72.0,11,9
Park/Playground,72.0,12,4
Park/Playground,73.0,3,1
Park/Playground,73.0,6,5
Park/Playground,73.0,8,3
Park/Playground,73.0,9,3
Park/Playground,75.0,6,1
Park/Playground,75.0,7,3
Park/Playground,75.0,8,8
Park/Playground,75.0,9,1
Park/Playground,76.0,6,1
Park/Playground,76.0,7,2
Park/Playground,76.0,8,3
Park/Playground,76.0,9,2
Park/Playground,76.0,10,1
Park/Playground,77.0,5,2
Park/Playground,77.0,6,12
Park/Playground,77.0,7,2
Park/Playground,77.0,8,11
