Location Type,precinct,Month,ComplainCount
Park/Playground,77.0,9,6
Park/Playground,77.0,10,1
Park/Playground,77.0,11,1
Park/Playground,78.0,5,7
Park/Playground,78.0,6,10
Park/Playground,78.0,7,5
Park/Playground,78.0,8,7
Park/Playground,78.0,9,9
Park/Playground,78.0,10,8
Park/Playground,78.0,11,1
Park/Playground,79.0,5,4
Park/Playground,79.0,6,8
Park/Playground,79.0,7,26
Park/Playground,79.0,8,4
Park/Playground,79.0,9,12
Park/Playground,79.0,10,1
Park/Playground,81.0,4,4
Park/Playground,81.0,5,2
Park/Playground,81.0,6,13
Park/Playground,81.0,7,7
Park/Playground,81.0,8,6
Park/Playground,81.0,9,5
Park/Playground,81.0,10,2
Park/Playground,83.0,6,3
Park/Playground,83.0,7,1
Park/Playground,83.0,8,3
Park/Playground,83.0,9,2
Park/Playground,83.0,10,4
Park/Playground,83.0,11,2
Park/Playground,84.0,4,2
Park/Playground,84.0,5,5
Park/Playground,84.0,6,18
Park/Playground,84.0,7,5
Park/Playground,84.0,8,4
Park/Playground,84.0,9,32
Park/Playground,84.0,10,1
Park/Playground,88.0,3,1
Park/Playground,88.0,4,3
Park/Playground,88.0,5,10
Park/Playground,88.0,6,6
Park/Playground,88.0,7,15
Park/Playground,88.0,8,31
Park/Playground,90.0,4,2
Park/Playground,90.0,5,13
Park/Playground,90.0,6,11
Park/Playground,90.0,7,9
Park/Playground,90.0,8,12
Park/Playground,90.0,9,9
Park/Playground,90.0,10,1
Park/Playground,94.0,4,1
Park/Playground,94.0,5,2
Park/Playground,94.0,6,11
Park/Playground,94.0,7,10
Park/Playground,94.0,8,5
Park/Playground,94.0,9,5
Park/Playground,94.0,10,1
Park/Playground,94.0,11,1
Park/Playground,94.0,12,1
Park/Playground,100.0,5,1
Park/Playground,100.0,6,2
Park/Playground,100.0,7,1
Park/Playground,100.0,8,7
Park/Playground,100.0,10,2
Park/Playground,101.0,5,1
Park/Playground,101.0,6,2
Park/Playground,101.0,7,3
Park/Playground,101.0,8,8
Park/Playground,101.0,9,7
Park/Playground,101.0,10,1
Park/Playground,101.0,12,1
Park/Playground,102.0,5,1
Park/Playground,102.0,6,4
Park/Playground,102.0,8,3
Park/Playground,102.0,10,1
Park/Playground,102.0,12,1
Park/Playground,103.0,4,1
Park/Playground,103.0,5,4
Park/Playground,103.0,6,1
Park/Playground,103.0,7,2
Park/Playground,103.0,8,4
Park/Playground,103.0,9,2
Park/Playground,104.0,1,2
Park/Playground,104.0,3,2
Park/Playground,104.0,4,4
Park/Playground,104.0,5,3
Park/Playground,104.0,6,8
Park/Playground,104.0,7,1
Park/Playground,104.0,8,1
Park/Playground,104.0,9,2
Park/Playground,105.0,6,2
Park/Playground,105.0,7,2
Park/Playground,105.0,8,4
Park/Playground,106.0,5,3
Park/Playground,106.0,6,1
Park/Playground,106.0,7,2
Park/Playground,106.0,8,3
Park/Playground,106.0,9,5
Park/Playground,106.0,10,1
Park/Playground,106.0,11,1
Park/Playground,107.0,3,1
Park/Playground,107.0,4,1
Park/Playground,107.0,5,2
Park/Playground,107.0,6,8
Park/Playground,107.0,7,3
Park/Playground,107.0,8,5
Park/Playground,107.0,9,1
Park/Playground,108.0,3,1
Park/Playground,108.0,4,3
Park/Playground,108.0,5,6
Park/Playground,108.0,6,10
Park/Playground,108.0,7,2
Park/Playground,108.0,8,1
Park/Playground,108.0,9,3
Park/Playground,108.0,10,7
Park/Playground,108.0,11,8
Park/Playground,108.0,12,6
Park/Playground,109.0,3,1
Park/Playground,109.0,4,2
Park/Playground,109.0,5,8
Park/Playground,109.0,6,16
Park/Playground,109.0,7,7
Park/Playground,109.0,8,10
Park/Playground,109.0,9,6
Park/Playground,109.0,10,6
Park/Playground,109.0,11,5
Park/Playground,110.0,3,2
Park/Playground,110.0,4,4
Park/Playground,110.0,5,7
Park/Playground,110.0,6,5
Park/Playground,110.0,7,1
Park/Playground,110.0,9,3
Park/Playground,110.0,10,5
Park/Playground,110.0,11,1
Park/Playground,110.0,12,1
Park/Playground,111.0,4,1
Park/Playground,111.0,7,1
Park/Playground,112.0,3,2
Park/Playground,112.0,5,3
Park/Playground,112.0,6,1
Park/Playground,112.0,8,5
Park/Playground,112.0,10,1
Park/Playground,113.0,5,1
Park/Playground,113.0,6,8
Park/Playground,113.0,7,2
Park/Playground,113.0,8,3
Park/Playground,113.0,9,2
Park/Playground,113.0,11,1
Park/Playground,114.0,3,3
Park/Playground,114.0,4,4
Park/Playground,114.0,5,2
Park/Playground,114.0,6,6
Park/Playground,114.0,7,9
Park/Playground,114.0,8,12
Park/Playground,114.0,9,7
Park/Playground,114.0,10,3
Park/Playground,114.0,11,2
Park/Playground,115.0,5,3
Park/Playground,115.0,6,1
Park/Playground,115.0,7,2
Park/Playground,115.0,8,4
Park/Playground,115.0,9,4
Park/Playground,115.0,10,5
Park/Playground,115.0,11,1
Park/Playground,120.0,5,2
Park/Playground,120.0,6,7
Park/Playground,120.0,7,2
Park/Playground,120.0,8,1
Park/Playground,120.0,9,3
Park/Playground,120.0,10,3
Park/Playground,121.0,7,1
Park/Playground,121.0,10,1
Park/Playground,122.0,5,2
Park/Playground,122.0,6,2
Park/Playground,123.0,3,1
Residential Building/House,1.0,1,47
Residential Building/House,1.0,2,37
Residential Building/House,1.0,3,46
Residential Building/House,1.0,4,64
Residential Building/House,1.0,5,53
Residential Building/House,1.0,6,82
Residential Building/House,1.0,7,25
Residential Building/House,1.0,8,25
Residential Building/House,1.0,9,60
Residential Building/House,1.0,10,85
Residential Building/House,1.0,11,46
Residential Building/House,1.0,12,74
Residential Building/House,5.0,1,67
Residential Building/House,5.0,2,59
Residential Building/House,5.0,3,72
Residential Building/House,5.0,4,79
Residential Building/House,5.0,5,108
Residential Building/House,5.0,6,54
Residential Building/House,5.0,7,37
Residential Building/House,5.0,8,23
Residential Building/House,5.0,9,43
Residential Building/House,5.0,10,56
Residential Building/House,5.0,11,33
Residential Building/House,5.0,12,62
Residential Building/House,6.0,1,80
Residential Building/House,6.0,2,49
Residential Building/House,6.0,3,76
Residential Building/House,6.0,4,89
Residential Building/House,6.0,5,111
Residential Building/House,6.0,6,58
Residential Building/House,6.0,7,48
Residential Building/House,6.0,8,26
Residential Building/House,6.0,9,82
Residential Building/House,6.0,10,144
Residential Building/House,6.0,11,69
Residential Building/House,6.0,12,80
Residential Building/House,7.0,1,123
Residential Building/House,7.0,2,87
Residential Building/House,7.0,3,102
Residential Building/House,7.0,4,109
Residential Building/House,7.0,5,122
Residential Building/House,7.0,6,67
Residential Building/House,7.0,7,99
Residential Building/House,7.0,8,86
Residential Building/House,7.0,9,133
Residential Building/House,7.0,10,104
Residential Building/House,7.0,11,79
Residential Building/House,7.0,12,122
Residential Building/House,9.0,1,166
Residential Building/House,9.0,2,175
Residential Building/House,9.0,3,205
Residential Building/House,9.0,4,242
Residential Building/House,9.0,5,265
Residential Building/House,9.0,6,248
Residential Building/House,9.0,7,131
Residential Building/House,9.0,8,155
Residential Building/House,9.0,9,216
Residential Building/House,9.0,10,237
Residential Building/House,9.0,11,191
Residential Building/House,9.0,12,190
Residential Building/House,10.0,1,54
Residential Building/House,10.0,2,50
Residential Building/House,10.0,3,70
Residential Building/House,10.0,4,89
Residential Building/House,10.0,5,70
Residential Building/House,10.0,6,60
Residential Building/House,10.0,7,45
Residential Building/House,10.0,8,28
Residential Building/House,10.0,9,41
Residential Building/House,10.0,10,66
Residential Building/House,10.0,11,51
Residential Building/House,10.0,12,63
Residential Building/House,13.0,1,97
Residential Building/House,13.0,2,64
Residential Building/House,13.0,3,54
Residential Building/House,13.0,4,88
Residential Building/House,13.0,5,93
Residential Building/House,13.0,6,72
Residential Building/House,13.0,7,29
Residential Building/House,13.0,8,37
Residential Building/House,13.0,9,72
Residential Building/House,13.0,10,115
Residential Building/House,13.0,11,75
Residential Building/House,13.0,12,83
Residential Building/House,14.0,1,21
Residential Building/House,14.0,2,28
Residential Building/House,14.0,3,27
Residential Building/House,14.0,4,25
Residential Building/House,14.0,5,28
Residential Building/House,14.0,6,10
Residential Building/House,14.0,7,38
Residential Building/House,14.0,8,17
Residential Building/House,14.0,9,11
Residential Building/House,14.0,10,34
Residential Building/House,14.0,11,27
Residential Building/House,14.0,12,21
Residential Building/House,17.0,1,26
Residential Building/House,17.0,2,47
Residential Building/House,17.0,3,41
Residential Building/House,17.0,4,45
Residential Building/House,17.0,5,52
Residential Building/House,17.0,6,77
Residential Building/House,17.0,7,21
Residential Building/House,17.0,8,27
Residential Building/House,17.0,9,33
Residential Building/House,17.0,10,64
Residential Building/House,17.0,11,41
Residential Building/House,17.0,12,28
Residential Building/House,18.0,1,71
Residential Building/House,18.0,2,70
Residential Building/House,18.0,3,31
Residential Building/House,18.0,4,48
Residential Building/House,18.0,5,59
Residential Building/House,18.0,6,55
Residential Building/House,18.0,7,47
Residential Building/House,18.0,8,27
Residential Building/House,18.0,9,45
Residential Building/House,18.0,10,75
Residential Building/House,18.0,11,46
Residential Building/House,18.0,12,52
Residential Building/House,19.0,1,107
Residential Building/House,19.0,2,116
Residential Building/House,19.0,3,98
Residential Building/House,19.0,4,120
Residential Building/House,19.0,5,117
Residential Building/House,19.0,6,80
Residential Building/House,19.0,7,63
Residential Building/House,19.0,8,63
Residential Building/House,19.0,9,88
Residential Building/House,19.0,10,151
Residential Building/House,19.0,11,73
Residential Building/House,19.0,12,119
Residential Building/House,20.0,1,47
Residential Building/House,20.0,2,39
Residential Building/House,20.0,3,47
Residential Building/House,20.0,4,66
Residential Building/House,20.0,5,63
Residential Building/House,20.0,6,102
Residential Building/House,20.0,7,64
Residential Building/House,20.0,8,32
Residential Building/House,20.0,9,40
Residential Building/House,20.0,10,91
Residential Building/House,20.0,11,23
Residential Building/House,20.0,12,67
Residential Building/House,22.0,3,2
Residential Building/House,22.0,5,2
Residential Building/House,22.0,6,2
Residential Building/House,22.0,7,1
Residential Building/House,22.0,9,3
Residential Building/House,23.0,1,118
Residential Building/House,23.0,2,123
Residential Building/House,23.0,3,148
Residential Building/House,23.0,4,150
Residential Building/House,23.0,5,132
Residential Building/House,23.0,6,113
Residential Building/House,23.0,7,94
Residential Building/House,23.0,8,89
Residential Building/House,23.0,9,92
Residential Building/House,23.0,10,163
Residential Building/House,23.0,11,123
Residential Building/House,23.0,12,127
Residential Building/House,24.0,1,104
Residential Building/House,24.0,2,84
Residential Building/House,24.0,3,111
Residential Building/House,24.0,4,131
Residential Building/House,24.0,5,152
Residential Building/House,24.0,6,82
Residential Building/House,24.0,7,75
Residential Building/House,24.0,8,54
Residential Building/House,24.0,9,84
Residential Building/House,24.0,10,116
Residential Building/House,24.0,11,134
Residential Building/House,24.0,12,184
Residential Building/House,25.0,1,71
Residential Building/House,25.0,2,60
Residential Building/House,25.0,3,77
Residential Building/House,25.0,4,100
Residential Building/House,25.0,5,137
Residential Building/House,25.0,6,108
Residential Building/House,25.0,7,125
Residential Building/House,25.0,8,102
Residential Building/House,25.0,9,100
Residential Building/House,25.0,10,137
Residential Building/House,25.0,11,101
Residential Building/House,25.0,12,121
Residential Building/House,26.0,1,69
Residential Building/House,26.0,2,64
Residential Building/House,26.0,3,79
Residential Building/House,26.0,4,95
Residential Building/House,26.0,5,93
Residential Building/House,26.0,6,40
Residential Building/House,26.0,7,44
Residential Building/House,26.0,8,49
Residential Building/House,26.0,9,88
Residential Building/House,26.0,10,97
Residential Building/House,26.0,11,47
Residential Building/House,26.0,12,91
Residential Building/House,28.0,1,107
Residential Building/House,28.0,2,117
Residential Building/House,28.0,3,99
Residential Building/House,28.0,4,136
Residential Building/House,28.0,5,149
Residential Building/House,28.0,6,101
Residential Building/House,28.0,7,122
Residential Building/House,28.0,8,103
Residential Building/House,28.0,9,138
Residential Building/House,28.0,10,141
Residential Building/House,28.0,11,123
Residential Building/House,28.0,12,117
Residential Building/House,30.0,1,325
Residential Building/House,30.0,2,240
Residential Building/House,30.0,3,263
Residential Building/House,30.0,4,271
Residential Building/House,30.0,5,290
Residential Building/House,30.0,6,253
Residential Building/House,30.0,7,228
Residential Building/House,30.0,8,219
Residential Building/House,30.0,9,194
Residential Building/House,30.0,10,250
Residential Building/House,30.0,11,268
Residential Building/House,30.0,12,251
Residential Building/House,32.0,1,280
Residential Building/House,32.0,2,240
Residential Building/House,32.0,3,249
Residential Building/House,32.0,4,333
Residential Building/House,32.0,5,278
Residential Building/House,32.0,6,218
Residential Building/House,32.0,7,212
Residential Building/House,32.0,8,170
Residential Building/House,32.0,9,258
Residential Building/House,32.0,10,228
Residential Building/House,32.0,11,250
Residential Building/House,32.0,12,241
Residential Building/House,33.0,1,280
Residential Building/House,33.0,2,233
Residential Building/House,33.0,3,238
Residential Building/House,33.0,4,231
Residential Building/House,33.0,5,285
Residential Building/House,33.0,6,225
Residential Building/House,33.0,7,170
Residential Building/House,33.0,8,158
Residential Building/House,33.0,9,195
Residential Building/House,33.0,10,225
Residential Building/House,33.0,11,257
Residential Building/House,33.0,12,273
Residential Building/House,34.0,1,480
Residential Building/House,34.0,2,481
Residential Building/House,34.0,3,525
Residential Building/House,34.0,4,665
Residential Building/House,34.0,5,611
Residential Building/House,34.0,6,435
Residential Building/House,34.0,7,391
Residential Building/House,34.0,8,314
Residential Building/House,34.0,9,412
Residential Building/House,34.0,10,431
Residential Building/House,34.0,11,506
Residential Building/House,34.0,12,548
Residential Building/House,40.0,1,146
Residential Building/House,40.0,2,111
Residential Building/House,40.0,3,139
Residential Building/House,40.0,4,178
Residential Building/House,40.0,5,197
Residential Building/House,40.0,6,173
Residential Building/House,40.0,7,213
Residential Building/House,40.0,8,156
Residential Building/House,40.0,9,168
Residential Building/House,40.0,10,202
Residential Building/House,40.0,11,188
Residential Building/House,40.0,12,217
Residential Building/House,41.0,1,123
Residential Building/House,41.0,2,104
Residential Building/House,41.0,3,108
Residential Building/House,41.0,4,104
Residential Building/House,41.0,5,139
Residential Building/House,41.0,6,116
Residential Building/House,41.0,7,108
Residential Building/House,41.0,8,94
Residential Building/House,41.0,9,121
Residential Building/House,41.0,10,125
Residential Building/House,41.0,11,150
Residential Building/House,41.0,12,133
Residential Building/House,42.0,1,157
Residential Building/House,42.0,2,164
Residential Building/House,42.0,3,160
Residential Building/House,42.0,4,207
Residential Building/House,42.0,5,175
Residential Building/House,42.0,6,226
Residential Building/House,42.0,7,208
Residential Building/House,42.0,8,188
Residential Building/House,42.0,9,223
Residential Building/House,42.0,10,272
Residential Building/House,42.0,11,182
Residential Building/House,42.0,12,243
Residential Building/House,43.0,1,215
Residential Building/House,43.0,2,166
Residential Building/House,43.0,3,171
Residential Building/House,43.0,4,232
Residential Building/House,43.0,5,349
Residential Building/House,43.0,6,435
Residential Building/House,43.0,7,379
Residential Building/House,43.0,8,296
Residential Building/House,43.0,9,352
Residential Building/House,43.0,10,227
Residential Building/House,43.0,11,210
Residential Building/House,43.0,12,249
Residential Building/House,44.0,1,445
Residential Building/House,44.0,2,351
Residential Building/House,44.0,3,403
Residential Building/House,44.0,4,455
Residential Building/House,44.0,5,666
Residential Building/House,44.0,6,466
Residential Building/House,44.0,7,432
Residential Building/House,44.0,8,411
Residential Building/House,44.0,9,463
Residential Building/House,44.0,10,451
Residential Building/House,44.0,11,464
Residential Building/House,44.0,12,630
Residential Building/House,45.0,1,85
Residential Building/House,45.0,2,54
Residential Building/House,45.0,3,75
Residential Building/House,45.0,4,89
Residential Building/House,45.0,5,161
Residential Building/House,45.0,6,152
Residential Building/House,45.0,7,206
Residential Building/House,45.0,8,119
Residential Building/House,45.0,9,157
Residential Building/House,45.0,10,102
Residential Building/House,45.0,11,76
Residential Building/House,45.0,12,120
Residential Building/House,46.0,1,322
Residential Building/House,46.0,2,288
Residential Building/House,46.0,3,299
Residential Building/House,46.0,4,284
Residential Building/House,46.0,5,312
Residential Building/House,46.0,6,309
Residential Building/House,46.0,7,325
Residential Building/House,46.0,8,274
Residential Building/House,46.0,9,269
Residential Building/House,46.0,10,346
Residential Building/House,46.0,11,316
Residential Building/House,46.0,12,365
Residential Building/House,47.0,1,149
Residential Building/House,47.0,2,164
Residential Building/House,47.0,3,173
Residential Building/House,47.0,4,199
Residential Building/House,47.0,5,313
Residential Building/House,47.0,6,344
Residential Building/House,47.0,7,389
Residential Building/House,47.0,8,411
Residential Building/House,47.0,9,322
Residential Building/House,47.0,10,251
Residential Building/House,47.0,11,184
Residential Building/House,47.0,12,195
Residential Building/House,48.0,1,191
Residential Building/House,48.0,2,174
Residential Building/House,48.0,3,202
Residential Building/House,48.0,4,223
Residential Building/House,48.0,5,244
Residential Building/House,48.0,6,181
Residential Building/House,48.0,7,222
Residential Building/House,48.0,8,225
Residential Building/House,48.0,9,202
Residential Building/House,48.0,10,266
Residential Building/House,48.0,11,230
Residential Building/House,48.0,12,281
Residential Building/House,49.0,1,218
Residential Building/House,49.0,2,157
Residential Building/House,49.0,3,216
Residential Building/House,49.0,4,263
Residential Building/House,49.0,5,270
Residential Building/House,49.0,6,246
Residential Building/House,49.0,7,340
Residential Building/House,49.0,8,226
Residential Building/House,49.0,9,249
Residential Building/House,49.0,10,183
Residential Building/House,49.0,11,187
Residential Building/House,49.0,12,215
Residential Building/House,50.0,1,215
Residential Building/House,50.0,2,141
Residential Building/House,50.0,3,162
Residential Building/House,50.0,4,210
Residential Building/House,50.0,5,183
Residential Building/House,50.0,6,217
Residential Building/House,50.0,7,153
Residential Building/House,50.0,8,119
Residential Building/House,50.0,9,150
Residential Building/House,50.0,10,159
Residential Building/House,50.0,11,189
Residential Building/House,50.0,12,247
Residential Building/House,52.0,1,437
Residential Building/House,52.0,2,385
Residential Building/House,52.0,3,391
Residential Building/House,52.0,4,467
Residential Building/House,52.0,5,613
Residential Building/House,52.0,6,417
Residential Building/House,52.0,7,446
Residential Building/House,52.0,8,375
Residential Building/House,52.0,9,412
Residential Building/House,52.0,10,465
Residential Building/House,52.0,11,441
Residential Building/House,52.0,12,512
Residential Building/House,60.0,1,57
Residential Building/House,60.0,2,45
Residential Building/House,60.0,3,76
Residential Building/House,60.0,4,65
Residential Building/House,60.0,5,96
Residential Building/House,60.0,6,96
Residential Building/House,60.0,7,105
Residential Building/House,60.0,8,87
Residential Building/House,60.0,9,72
Residential Building/House,60.0,10,71
Residential Building/House,60.0,11,81
Residential Building/House,60.0,12,70
Residential Building/House,61.0,1,53
Residential Building/House,61.0,2,53
Residential Building/House,61.0,3,67
Residential Building/House,61.0,4,49
Residential Building/House,61.0,5,110
Residential Building/House,61.0,6,90
Residential Building/House,61.0,7,70
Residential Building/House,61.0,8,46
Residential Building/House,61.0,9,94
Residential Building/House,61.0,10,70
Residential Building/House,61.0,11,60
Residential Building/House,61.0,12,82
Residential Building/House,62.0,1,83
Residential Building/House,62.0,2,72
Residential Building/House,62.0,3,92
Residential Building/House,62.0,4,75
Residential Building/House,62.0,5,162
Residential Building/House,62.0,6,76
Residential Building/House,62.0,7,90
Residential Building/House,62.0,8,67
Residential Building/House,62.0,9,73
Residential Building/House,62.0,10,107
Residential Building/House,62.0,11,107
Residential Building/House,62.0,12,99
Residential Building/House,63.0,1,33
Residential Building/House,63.0,2,23
Residential Building/House,63.0,3,53
Residential Building/House,63.0,4,49
Residential Building/House,63.0,5,134
Residential Building/House,63.0,6,180
Residential Building/House,63.0,7,210
Residential Building/House,63.0,8,187
Residential Building/House,63.0,9,179
Residential Building/House,63.0,10,71
Residential Building/House,63.0,11,62
Residential Building/House,63.0,12,39
Residential Building/House,66.0,1,71
Residential Building/House,66.0,2,68
Residential Building/House,66.0,3,115
Residential Building/House,66.0,4,94
Residential Building/House,66.0,5,103
Residential Building/House,66.0,6,66
Residential Building/House,66.0,7,98
Residential Building/House,66.0,8,59
Residential Building/House,66.0,9,92
Residential Building/House,66.0,10,91
Residential Building/House,66.0,11,85
Residential Building/House,66.0,12,86
Residential Building/House,67.0,1,174
Residential Building/House,67.0,2,143
Residential Building/House,67.0,3,178
Residential Building/House,67.0,4,190
Residential Building/House,67.0,5,346
Residential Building/House,67.0,6,362
Residential Building/House,67.0,7,452
Residential Building/House,67.0,8,402
Residential Building/House,67.0,9,366
Residential Building/House,67.0,10,166
Residential Building/House,67.0,11,169
Residential Building/House,67.0,12,201
Residential Building/House,68.0,1,69
Residential Building/House,68.0,2,63
Residential Building/House,68.0,3,39
Residential Building/House,68.0,4,63
Residential Building/House,68.0,5,102
Residential Building/House,68.0,6,65
Residential Building/House,68.0,7,51
Residential Building/House,68.0,8,58
Residential Building/House,68.0,9,91
Residential Building/House,68.0,10,82
Residential Building/House,68.0,11,62
Residential Building/House,68.0,12,85
Residential Building/House,69.0,1,32
Residential Building/House,69.0,2,44
Residential Building/House,69.0,3,61
Residential Building/House,69.0,4,51
Residential Building/House,69.0,5,135
Residential Building/House,69.0,6,244
Residential Building/House,69.0,7,281
Residential Building/House,69.0,8,225
Residential Building/House,69.0,9,206
Residential Building/House,69.0,10,70
Residential Building/House,69.0,11,50
Residential Building/House,69.0,12,51
Residential Building/House,70.0,1,198
Residential Building/House,70.0,2,182
Residential Building/House,70.0,3,172
Residential Building/House,70.0,4,241
Residential Building/House,70.0,5,289
Residential Building/House,70.0,6,186
Residential Building/House,70.0,7,223
Residential Building/House,70.0,8,186
Residential Building/House,70.0,9,236
Residential Building/House,70.0,10,214
Residential Building/House,70.0,11,157
Residential Building/House,70.0,12,249
Residential Building/House,71.0,1,210
Residential Building/House,71.0,2,143
Residential Building/House,71.0,3,206
Residential Building/House,71.0,4,185
Residential Building/House,71.0,5,257
Residential Building/House,71.0,6,255
Residential Building/House,71.0,7,267
Residential Building/House,71.0,8,206
Residential Building/House,71.0,9,284
Residential Building/House,71.0,10,252
Residential Building/House,71.0,11,197
Residential Building/House,71.0,12,256
Residential Building/House,72.0,1,67
Residential Building/House,72.0,2,61
Residential Building/House,72.0,3,62
Residential Building/House,72.0,4,64
Residential Building/House,72.0,5,192
Residential Building/House,72.0,6,227
Residential Building/House,72.0,7,218
Residential Building/House,72.0,8,145
Residential Building/House,72.0,9,183
Residential Building/House,72.0,10,119
Residential Building/House,72.0,11,53
Residential Building/House,72.0,12,79
Residential Building/House,73.0,1,128
Residential Building/House,73.0,2,103
Residential Building/House,73.0,3,137
Residential Building/House,73.0,4,189
Residential Building/House,73.0,5,221
Residential Building/House,73.0,6,244
Residential Building/House,73.0,7,232
Residential Building/House,73.0,8,161
Residential Building/House,73.0,9,188
Residential Building/House,73.0,10,131
Residential Building/House,73.0,11,103
Residential Building/House,73.0,12,112
Residential Building/House,75.0,1,178
Residential Building/House,75.0,2,208
Residential Building/House,75.0,3,175
Residential Building/House,75.0,4,254
Residential Building/House,75.0,5,419
Residential Building/House,75.0,6,504
Residential Building/House,75.0,7,543
Residential Building/House,75.0,8,366
Residential Building/House,75.0,9,444
Residential Building/House,75.0,10,208
Residential Building/House,75.0,11,174
Residential Building/House,75.0,12,166
Residential Building/House,76.0,1,21
Residential Building/House,76.0,2,21
Residential Building/House,76.0,3,44
Residential Building/House,76.0,4,40
Residential Building/House,76.0,5,56
Residential Building/House,76.0,6,77
Residential Building/House,76.0,7,48
Residential Building/House,76.0,8,47
Residential Building/House,76.0,9,34
Residential Building/House,76.0,10,30
Residential Building/House,76.0,11,20
Residential Building/House,76.0,12,40
Residential Building/House,77.0,1,210
Residential Building/House,77.0,2,163
Residential Building/House,77.0,3,163
Residential Building/House,77.0,4,227
Residential Building/House,77.0,5,322
Residential Building/House,77.0,6,322
Residential Building/House,77.0,7,336
Residential Building/House,77.0,8,283
Residential Building/House,77.0,9,338
Residential Building/House,77.0,10,193
Residential Building/House,77.0,11,121
Residential Building/House,77.0,12,179
Residential Building/House,78.0,1,66
Residential Building/House,78.0,2,39
Residential Building/House,78.0,3,52
Residential Building/House,78.0,4,60
Residential Building/House,78.0,5,88
Residential Building/House,78.0,6,71
Residential Building/House,78.0,7,47
Residential Building/House,78.0,8,53
Residential Building/House,78.0,9,85
Residential Building/House,78.0,10,86
Residential Building/House,78.0,11,35
Residential Building/House,78.0,12,48
Residential Building/House,79.0,1,107
Residential Building/House,79.0,2,126
Residential Building/House,79.0,3,180
Residential Building/House,79.0,4,239
Residential Building/House,79.0,5,342
Residential Building/House,79.0,6,382
Residential Building/House,79.0,7,353
Residential Building/House,79.0,8,334
Residential Building/House,79.0,9,326
Residential Building/House,79.0,10,220
Residential Building/House,79.0,11,134
Residential Building/House,79.0,12,180
Residential Building/House,81.0,1,57
Residential Building/House,81.0,2,61
Residential Building/House,81.0,3,92
Residential Building/House,81.0,4,90
Residential Building/House,81.0,5,174
Residential Building/House,81.0,6,245
Residential Building/House,81.0,7,196
Residential Building/House,81.0,8,213
Residential Building/House,81.0,9,225
Residential Building/House,81.0,10,149
Residential Building/House,81.0,11,101
Residential Building/House,81.0,12,84
Residential Building/House,83.0,1,269
Residential Building/House,83.0,2,308
Residential Building/House,83.0,3,293
Residential Building/House,83.0,4,405
Residential Building/House,83.0,5,635
Residential Building/House,83.0,6,550
Residential Building/House,83.0,7,575
Residential Building/House,83.0,8,443
Residential Building/House,83.0,9,509
Residential Building/House,83.0,10,457
Residential Building/House,83.0,11,291
Residential Building/House,83.0,12,331
Residential Building/House,84.0,1,31
Residential Building/House,84.0,2,25
Residential Building/House,84.0,3,30
Residential Building/House,84.0,4,42
Residential Building/House,84.0,5,60
Residential Building/House,84.0,6,61
Residential Building/House,84.0,7,39
Residential Building/House,84.0,8,41
Residential Building/House,84.0,9,44
Residential Building/House,84.0,10,50
Residential Building/House,84.0,11,46
Residential Building/House,84.0,12,38
Residential Building/House,88.0,1,90
Residential Building/House,88.0,2,115
Residential Building/House,88.0,3,88
Residential Building/House,88.0,4,254
Residential Building/House,88.0,5,195
Residential Building/House,88.0,6,205
Residential Building/House,88.0,7,156
Residential Building/House,88.0,8,421
Residential Building/House,88.0,9,1541
Residential Building/House,88.0,10,171
Residential Building/House,88.0,11,71
Residential Building/House,88.0,12,68
Residential Building/House,90.0,1,159
Residential Building/House,90.0,2,168
Residential Building/House,90.0,3,215
Residential Building/House,90.0,4,288
Residential Building/House,90.0,5,324
Residential Building/House,90.0,6,306
Residential Building/House,90.0,7,193
Residential Building/House,90.0,8,170
Residential Building/House,90.0,9,192
Residential Building/House,90.0,10,289
Residential Building/House,90.0,11,167
Residential Building/House,90.0,12,165
Residential Building/House,94.0,1,92
Residential Building/House,94.0,2,68
Residential Building/House,94.0,3,87
Residential Building/House,94.0,4,143
Residential Building/House,94.0,5,124
Residential Building/House,94.0,6,172
Residential Building/House,94.0,7,150
Residential Building/House,94.0,8,101
Residential Building/House,94.0,9,150
Residential Building/House,94.0,10,187
Residential Building/House,94.0,11,99
Residential Building/House,94.0,12,105
Residential Building/House,100.0,1,28
Residential Building/House,100.0,2,23
Residential Building/House,100.0,3,42
Residential Building/House,100.0,4,41
Residential Building/House,100.0,5,80
Residential Building/House,100.0,6,104
Residential Building/House,100.0,7,105
Residential Building/House,100.0,8,57
Residential Building/House,100.0,9,59
Residential Building/House,100.0,10,65
Residential Building/House,100.0,11,39
Residential Building/House,100.0,12,36
Residential Building/House,101.0,1,85
Residential Building/House,101.0,2,79
Residential Building/House,101.0,3,118
Residential Building/House,101.0,4,88
Residential Building/House,101.0,5,92
Residential Building/House,101.0,6,111
Residential Building/House,101.0,7,145
Residential Building/House,101.0,8,140
Residential Building/House,101.0,9,140
Residential Building/House,101.0,10,72
Residential Building/House,101.0,11,90
Residential Building/House,101.0,12,110
Residential Building/House,102.0,1,106
Residential Building/House,102.0,2,82
Residential Building/House,102.0,3,170
Residential Building/House,102.0,4,268
Residential Building/House,102.0,5,370
Residential Building/House,102.0,6,520
Residential Building/House,102.0,7,620
Residential Building/House,102.0,8,340
Residential Building/House,102.0,9,460
